id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat|lat|lon|uuid|tipo
244|Miguel de Cervantes|Rinconete y Cortadillo|6 de noviembre de 2002|Juan Manuel Álvarez|Titirimundi Teatro||Teatro Gutierre de Alba, Alcalá de Guadaira (Sevilla)||37.3351482|-5.850183|5ea37ef8-26b5-4343-a8da-0e674588647e|Nacional
245|Miguel de Cervantes|Cómicos y maleantes||Jesús Arbúes|Producciones Viridiana||||||f2cbb125-960a-4be1-9eff-e5b509b13d0a|Nacional
246|Miguel de Cervantes|Con una sola mano|2 de mayo de 2003|Hernán Gené de Lucca|Extra-Vagante Teatro||||||3571ff8c-d02c-4d31-9af5-c85b026492d0|Nacional
247|Miguel de Cervantes|Cueva de Salamanca|13 de octubre de 2003|Val Núñez y José Manuel Burgos|Maru-Jasp||Teatro La Galera de Alcalá de Henares (Madrid)||40.4801723|-3.3640983|f66ee8eb-f372-484e-9fef-6971a383fd56|Nacional
248|Miguel de Cervantes|Don Quijote|12 de diciembre de 2003|Ángel Gutierrez|Teatro de Cámara Chéjov||Teatro de Cámara Chéjov (Madrid)||40.4423273|-3.7329769|bed6267d-a15e-49e7-aba2-47fb78849eb8|Nacional
249|Miguel de Cervantes|Don Quijote y la búsqueda de Marcela; Don Quijote|27 de septiembre de 2003|Rubén Castro Ilizaliturri|Firewalk Theatre||Mostra Rialles de Cerdanyola del Vallès||41.4889631|2.1343028|6bc12563-98a6-46a4-b6bc-4d6c3d4250ad|Nacional
250|Miguel de Cervantes|El molino|20 de septiembre de 2003|Fátima Colomo|Camaleón Teatro||||||1ccba47c-83dd-48ad-b391-447f8f280291|Nacional
251|Miguel de Cervantes|El retablo de las maravillas|||Perséfone Teatro||||||8292ea20-74f5-4bbf-bb73-ed2f6de067b0|Nacional
252|Miguel de Cervantes|El sereno|13 de octubre de 2003|Val Núñez y José Manuel Burgos|Maru-Jasp||Teatro La Galera de Alcalá de Henares (Madrid)||40.4801723|-3.3640983|3b2d81bf-71aa-4de0-a5e1-1d3b07bb77fe|Nacional
253|Miguel de Cervantes|Quijote; Don Quijote|4 de octubre de 2003|Santiago Sánchez|L`Om -Imprebís||Teatro Lope de Vega de Alcalá de Henares (Madrid)||40.4423273|-3.7329769|828b2d71-d74c-4159-8dbe-b63d7b405bfa|Nacional
254|Miguel de Cervantes|Rinconete y Cortadillo||Toni Sánchez|Zascandil||||||6ece1deb-db2d-4b17-87cf-d353ec2d9e83|Nacional
255|Miguel de Cervantes|Señor Quijote mí; Don Quijote||Girardo Guerrero|Perro Teatro, A. C||||||6d9371a5-7405-49d2-b3bb-127e0c85d8d3|Nacional
256|Miguel de Cervantes|Don Quijote (Leyenda para cinco voces); Don Quijote|6 de julio de 2004|Felipe B. Pedraza Jiménez|Rapsodas|Festival de Teatro Clásico|Corral de Comedias de Almagro||38.8884435|-3.7144868|6a00f472-d2ca-4d54-9538-81abe645c012|Nacional
257|Miguel de Cervantes|El juez de los divorcios||Domingo Ortega|Grupo de Teatro de la Universidad Carlos III||||||6a4b59ec-221b-4618-97bb-c3d53714bf81|Nacional
258|Miguel de Cervantes|El retablo de las maravillas||Domingo Ortega|Grupo de Teatro de la Universidad Carlos III||||||a1fd4f48-7b5c-4db0-a369-a90536edab3b|Nacional
259|Miguel de Cervantes|El viejo celoso|23 de diciembre de 2004|Etelvino Vázquez|Teatro del Norte||Centro Cultural Cjastur de la Colegiata del San Juan Bautista de Gijón (Asturias)||43.545571|-5.6638903|130588b1-7ade-4af0-b98e-47c51776b33a|Nacional
260|Miguel de Cervantes|El viejo celoso|5 de noviembre de 2004|Manuel Canseco|Asociación de Autores de Teatro|V Salón Internacional del Libro Teatral|Círculo de Bellas Artes||||410c3454-81ba-421c-8a81-6d73b72bbfd5|Nacional
261|Miguel de Cervantes|Exemplaridades cervantinas|23 de enero de 2004|Andrés Cienfuegos|La Quimera||Teatro Bergidu, de Ponferrada (León)||42.5465542|-6.5917601|fde69424-7b78-4c54-8dc5-2f9f79e934b1|Nacional
262|Miguel de Cervantes|La cueva de Salamanca||J. A. Raynaud|Perséfone||||||ccae7a66-3e58-4b53-8f81-d2a131299982|Nacional
263|Miguel de Cervantes|La Edad de Oro; Don Quijote|19 de junio de 2004|Eusebio Lázaro|Compañía Eusebio Lázaro|Festival Clásicos en Alcalá|Corral de Zapateros de Alcalá de Henares (Madrid)||40.4822963|-3.3671253|1ade7fda-e984-4bc5-b0cf-5c9430f7c138|Nacional
264|Miguel de Cervantes|Don Quijote; La pasión según don Quijote||Emilio Hernández|Sociedad Estatal de Connmemoraciones Culturales, Armonía||Teatro de La Abadía||40.4353063|-3.7120032|3e369894-bf23-4cd3-a4bb-f5a56a9d758e|Nacional
265|Miguel de Cervantes|Laberinto de amor||Juan Pastor|Guindalera Escena Abierta||||||a4699166-6948-4f7b-9c96-dbf76e855525|Nacional
266|Miguel de Cervantes|Morir cuerdo y vivir loco|13 de enero de 2004|Fernando Fernán Gómez|Centro Dramático de Aragón y Centro Dramático Nacional||Teatro Principal de Zaragoza||41.6522077|-0.88192|52462ae7-11d5-4c27-8f6e-6c76135ae4cc|Nacional
267|Miguel de Cervantes|Pedro de Urdemalas; Pedro, the Great Pretender|1 de septiembre de 2004 en Inglaterra. 30 de octubre de 2004 en España|Mike Alfreds|Royal Shakespeare Company|Festival de Otoño|En Stratfor-upon-Avon (Inglaterra). Teatro Español de Madrid (España)||40.41495|-3.7027612|0aba626d-7f8f-43a6-b3f8-3d14442d8d84|Nacional
268|Miguel de Cervantes|El retablo de las maravillas. Cinco variaciones sobre un tema de Cervantes|9 de enero de 2004|Alberto Boadella|Els Joglars||Teatro Lope de Vega (Sevilla)||40.4423273|-3.7329769|c9a54f25-e826-4ae0-9068-ca4122dcbd5d|Nacional
269|Miguel de Cervantes|Cervantes entre palos||Jesús Salgado|Teatro del Duende||||||70e623b0-1e6b-4d0f-9d70-3e8ce47a473d|Nacional
270|Miguel de Cervantes|Cervantes insólito|13 de mayo de 2005|María Laura González y Tomás Sendarrubias|Argos Teatro||Teatro Salón Cervantes de Alcalá de Henares (Madrid)||40.4834612|-3.3686855|d29739ff-f69a-4e01-8e23-a51aba4972c6|Nacional
271|Miguel de Cervantes|Curioso retablo|21 de mayo de 2005|Luis Alonso|Teatro Independiente Alcalaíno TIA, Asociación Cultural||Teatro Salón Cervantes de Alcalá de Henares (Madrid)||40.4834612|-3.3686855|5fc3bc9e-3c8a-46cc-82b3-d5ec3a665470|Nacional
272|Miguel de Cervantes|Don Quijote||Juan Manuel Álvarez|Titirimundi Teatro||||||7c93a0b8-98a1-475e-aa7f-0369ba961c4e|Nacional
273|Miguel de Cervantes|Don Quijote||Jon Sarasti|Galápagos Cálido||||||f5627bcc-61d0-4b3b-b4f9-9848769839b1|Nacional
274|Miguel de Cervantes|Don Quixote; Don Quijote|17 de junio de 2005|John Mowat|Companhia do Chapitô||Corral de Zapateros de Alcalá de Henares (Madrid)||40.4822963|-3.3671253|bda63f7b-3744-43e2-8ab3-9cd69012a4e7|Nacional
275|Miguel de Cervantes|El caballero de la triste figura|20 de marzo de 2005|Marcelo Rocca|El Retablo de la Ventana||Teatro Juan Bravo (Segovia)||40.9504866|-4.1261172|7735c104-3653-458a-8b75-5714034be284|Nacional
276|Miguel de Cervantes|El caballeru de la Murnia Figura; El caballero de la triste figura||Inma Rodríguez y Toño Caamaño|Producciones Nun Tris||||||d142a1e3-eb05-4a88-b4d4-e31f311b497e|Nacional
277|Miguel de Cervantes|El casamiento engañoso; El coloquio de los perros||Pepe Ortega|Solo y Cía||||||65c2d3e3-73f1-4715-8fef-f878f9ead133|Nacional
278|Miguel de Cervantes|El de la triste figura; El caballero de la triste figura||Juan Margallo|Uroc Teatro||||||07ba5d38-2a01-4e68-914f-212d06b9c15d|Nacional
279|Miguel de Cervantes|El desposeído; The Unpossessed||Stacy Klein|Double Edge Theatre||||||4e33fe05-c3fc-4803-b4d6-bf3b5a252b09|Nacional
280|Miguel de Cervantes|Don Quijote|||La Candelaria||||||1473caf6-eed7-4dda-b714-5079aab7184b|Nacional
281|Miguel de Cervantes|El viaje del Parnaso|7 de julio de 2005|Eduardo Vasco|Compañía Nacional de Teatro Clásico (CNTC)|Festival Teatro Clásico|Corral de Comedias de Almagro (Ciudad Real)||38.8884435|-3.7144868|a1291c4f-6dce-47c7-baa6-dc1e06789e1e|Nacional
282|Miguel de Cervantes|El retablo de las maravillas|||La Compañía de la ETR||||||4f3a1057-83d0-4c2d-bd20-585bc1d84072|Nacional
283|Miguel de Cervantes|El viejo celoso; Entremeses; La cueva de Salamanca; La guarda cuidadosa||Andrés Beladíez|La Barraca||||||d42dcb95-fa66-4f65-b1ca-fb66dd95c610|Nacional
284|Miguel de Cervantes|El viejo celoso|||Duelos y Quebrantos||||||6391b5c7-914a-4004-b882-07c6037088e6|Nacional
285|Miguel de Cervantes|El viejo celoso; La compañía de Saavedra||Asunción Mieres|Aula de Teatro de la UEX|XVI Festival de Teatro Clásico de Cáceres|||||2c6dcc8c-5616-4fab-9c05-45490150223d|Nacional
286|Miguel de Cervantes|El viejo celoso; La cueva de Salamanca||Miguel Serrano|Teatro para un Instante||Corral del Carbón (Granada)||37.1750547|-3.6007587|df4bf476-6eb2-4a03-87f8-741353e1d04c|Nacional
287|Miguel de Cervantes|En un lugar de Sevilla|23 de abril de 2005|José Luis Losa|Edeteatro||Teatro Centro Virgen de los Reyes (Sevilla)||38.9742016|-6.1282156|50b4943c-4179-4a44-b7c3-646317da557e|Nacional
288|Miguel de Cervantes|Entre pícaros y cómicos|12 de agosto de 2005|Antonoi Barrios|Teatro Par||Casa de las Campanas (Córdoba)||37.8823739|-4.7722654|f0a907a2-11e7-4564-8d68-3c374654c1e0|Nacional
289|Miguel de Cervantes|Entremeses|||Alharaca, Grupo de Teatro||||||4ef16536-944e-4515-bf04-9ec9c10dfc04|Nacional
290|Miguel de Cervantes|Entremeses: El viejo celoso; La cueva de Salamanca; Los habladores|||La Locandiera||||||8d7a618e-0ced-4395-996c-a0ff843b7c59|Nacional
291|Miguel de Cervantes|Impresión de don Quijote; Don Quijote|25 de febrero de 2005|Francisco Plaza|Grupo Sona; Teatro Negro de Praga||Teatro Palacio Valdés de Avilés (Asturias)||43.5552219|-5.9226689|a85989df-c50e-4020-8620-9a062bdcb03b|Nacional
292|Miguel de Cervantes|La columna de El Manco||Antonia Gómez|Varuma||||||527be392-6d76-4554-b58c-cb88a9a09093|Nacional
293|Miguel de Cervantes|La cueva de Salamanca; La guarda cuidadosa||Arturo Castro|Teatro Margen||||||3b399fb5-0683-4888-a87c-3892b03a8d78|Nacional
294|Miguel de Cervantes|La entretenida|2 de febrero|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón (Madrid)||40.4100351|-3.7087301|7e84822a-a35d-4a51-8bca-fa9c92f98c15|Nacional
295|Miguel de Cervantes|La Gitanilla|23 de abril de 2005|Paco Macià|Compañía Ferroviaria de Artes Escénicas|Festival Cervantino de Ceutí|Murcia||37.9917394|-1.1600667|d1771b24-990a-4f81-9496-10694fba1724|Nacional
296|Miguel de Cervantes|La gracia que no quiso darme el cielo; Miguel de Cervantes, poesía escogida||Joaquín Vida|Joaquín Vida||||||8b5c1db1-543e-47e7-8ec4-13d5c960cd21|Nacional
297|Miguel de Cervantes|La Numancia||Javier Juárez|Kull d´Sac||||||38dec2bf-6fba-4195-acf9-a32e28384cbf|Nacional
298|Miguel de Cervantes|Las hazañas del caballero de La Mancha||Pascual Varo|El Carromato||||||f890a08f-1c7d-4219-96bf-633bab552ae4|Nacional
299|Miguel de Cervantes|Los habladores|||Jara del Centro Extremeño de Alcalá de Henares. Grupo Teatro La||||||40077583-dd01-447e-9d12-36efd2f05042|Nacional
300|Miguel de Cervantes|Mi amigo Don Quijote||Claudia Massotto Franco|Arte Fusión Títeres||||||70c0e0b8-674f-4b91-a947-0ff81761067b|Nacional
301|Miguel de Cervantes|Pasajes del Quijote; Don Quijote||José Antonio Adamuz|Almocafre||||||e3aa1884-60bf-4299-b287-99552d984fad|Nacional
302|Miguel de Cervantes|¡Quijote!; Don Quijote||Cora Herrendorf|Teatro Núcleo||||||9958300d-06d2-4b51-a459-a83d18938bf8|Nacional
303|Miguel de Cervantes|Quijote; Don Quijote||Marcelo Díaz|Teloncillo, Achiperre||||||459b0cbd-e4f2-4307-b9ed-3f6a81dd5a4b|Nacional
304|Miguel de Cervantes|Quijote, las mil aventuras; Don Quijote|17 de mayo de 2005|Fulgencio Valares|Atakama Teatro||Teatro López de Ayala, Badajoz (Extremadura)||38.8762807|-6.9749471|826f4323-52c4-4a6d-a646-7b06d02f3760|Nacional
305|Miguel de Cervantes|Quijote, un hidalgo de La Mancha; Don Quijote. El hidalgo de la Mancha||Wolf Helem y José Vijuesca|Teatro Clásico Madrid Hidra Lerna||||||bc5650a1-1062-4e7f-a9fa-c04db35f5349|Nacional
306|Miguel de Cervantes|Retablo de maese Pedro o de cómo Ginesillo de Pasamonte conoció a don Quijote y lo que le aconteció, Don Quijote|3 de diciembre de 2005|Paco Úbeda|La Tirita de Teatro||||||1cfac381-35e4-4f85-b35f-09430c2e1604|Nacional
307|Miguel de Cervantes|Sancho Panza, el musical|9 de abril de 2005|José Luis Moral|Arte&Ocio||Teatro Nuevo Apolo (Madrid)||40.4121931|-3.705909|60ac10e1-6a9b-422e-8b13-b3f0cbd3a2e4|Nacional
308|Miguel de Cervantes|Sancho Panza, gobernador de la ínsula Barataria|||Grupo de Teatro Punto y Aparte||||||1a0a2e64-c23b-46c1-8107-0ec7f278338e|Nacional
309|Miguel de Cervantes|Teatro con clase||Ignacio Almenar|Delirium Teatro||||||70da1913-c132-4ad8-8f3e-c6bfba869caa|Nacional
310|Miguel de Cervantes|Entremeses||Andreu A. Segura|Rafel Oliver Producciones||||||0db510d6-9140-4266-a5ec-cf8b85af2ad0|Nacional
311|Miguel de Cervantes|Entremeses||Domingo Ortega|Grupo de Teatro de las Universidad Carlos III||||||3079bed8-7a14-43b6-b773-38fc753ec54a|Nacional
312|Miguel de Cervantes|Entremeses: La cueva de Salamanca; Los habladores; La guarda cuidadosa||Domingo Ortega|Grupo de Teatro de la Universidad Carlos III||||||9a10a177-a286-4c81-91b8-037941b73929|Nacional
313|Miguel de Cervantes|Don Quixote; Don Quijote|26 de octubre de 2007|Josep Galindo|West Yorkshire Playhouse; Mom|Festival de Otoño|Teatro Madrid||40.4423273|-3.7329769|c25b5d4b-ba93-4f76-ab5d-b319187f7cc7|Nacional
314|Miguel de Cervantes|El viejo celoso||Margarita Rodríguez|Grupo Cultural Xana||||||e8624570-5aa3-42d5-827a-5cc69a296e99|Nacional
315|Miguel de Cervantes|Rinconete y Cortadillo en Tormes||María Barragñan|Esphera Teatro||||||5325393c-1aeb-45fc-9d6f-856cf38f76ee|Nacional
316|Miguel de Cervantes|El licenciado Vidriera|8 de noviembre de 2009|Carlos Martín|Teatro del Temple||Centro Cívico Teodoro Sánchez Punter (Zaragoza)||41.6376843|-0.8765205|9f032875-6752-4ab3-9582-62f33bf49863|Nacional
317|Miguel de Cervantes|Entremeses variados: La cueva de Salamanca; La guarda cuidadosa; Los habladores||dOMINGO Ortega|Sociedad Estatal de Servicios Culturales. SECC; Grupo de Teatro de la Universidad Carlos III||||||a6c003e5-dad1-49c0-8ff9-43eeda86b635|Nacional
318|Miguel de Cervantes|Quijote; Don Quijote||Simeón Spivak|Teatro de la Juventud de Fontanka||||||fe4b87dc-b694-44da-81f9-e79442d437b0|Nacional
319|Miguel de Cervantes|Rinconete y Cortadillo; El licenciado Vidriera||Pepe Ortega|Ítaca Teatro||||||25743705-3000-4f64-a82d-491e104a4b99|Nacional
320|Miguel de Cervantes|Abrevia T|16 de marzo de 2010|Victor Manuel Dogar|Producciones Dogar||Teatro Bellas Artes (Madrid)||40.4182474|-3.6990563|f1def399-e18b-477d-93c3-3dc7bda3890d|Nacional
321|Miguel de Cervantes|El coloquio de los perros|9 de octubre de 2010|Fefa Noia|Teatro de la Abadía|Semana Cervantina|Corral de Comedias, Alcalá de Henares (Madrid)||40.4822963|-3.3671253|5b5cde4c-c4de-4d3f-ae4e-ca3fb6cfeff0|Nacional
322|Miguel de Cervantes|El imaginario de Cervantes|11 de septiembre de 2010|Sonia Sebastián|Teatro de Cámara Cervantes|Noche en Blanco|Sociedad Cervantina (Madrid)||40.4114121|-3.699578|c1ed52ae-d630-4a2f-903e-68f44ebf09da|Nacional
323|Miguel de Cervantes|El viejo celoso; El vizcaíno fingido; Entremeses de Cervantes; La cueva de Salamanca||Ernesto de Diego|Corrales de Comedias Teatro||||||df99c052-2d43-42e3-a81d-55717d965932|Nacional
324|Miguel de Cervantes|Don Quijote||Meng Jinghui|Compañía Nacional de Teatro de China||||||ea6bb73b-8059-4a09-ba7c-ab62f626cd79|Nacional
325|Miguel de Cervantes|El coloquio de los perros|21 de enero de 2011|Francisco Negro|Morfeo Teatro Clásico||Teatro Principal de Burgos (Burgos)||42.3406501|-3.7024714|735a4a69-0267-4a91-8a2d-266d846b1877|Nacional
326|Miguel de Cervantes|Entremeses: El vizcaíno fingido; El viejo celoso; La cueva de Salamanca||Alejandro Arestegui|Secuencia 3 Artes y Comunicació||||||6f5aaef7-9bb0-42f9-bdd7-8deab4f22b28|Nacional
327|Miguel de Cervantes|Numancia|9 de abril de 2011|José Luis Arellano García|Joven Compañía de Teatro de Parla||Teatro de la Casa de la Juventud de Parla (Madrid)||40.2324281|-3.7665734|3dafdf6c-b544-47a4-a120-90d1f2b58501|Nacional
328|Miguel de Cervantes|Cipión de Berganza (incluye los entremeses: El viejo celoso; El vizcaíno fingido; Los habladores)||Carlos Fernández de Castro|Tiempolírico||||||56a56999-f013-4668-89cb-775fc01b4cdd|Nacional
329|Miguel de Cervantes|Don Quijote|13 de diciembre de 2012|Ángel Gutierrez|Teatro de Cámara Chéjov|Festival UNIR Alumni|Sala Gonzalo de Berceo de Logroño (La Rioja)||42.4642249|-2.4451533|1b96066b-3610-4ec0-88dc-ca7a90e58335|Nacional
330|Miguel de Cervantes|El coloquio de los perros||Emilio del Valle|Producciones Inconstantes||||||309f0308-ff11-43be-a6c9-6b13302ca5fd|Nacional
331|Miguel de Cervantes|El viejo celoso||Miguel Fresneda|Cambaluz Teatro||||||9be92423-4d7a-4e34-9071-6264d7367e95|Nacional
332|Miguel de Cervantes|Entremeses|9 de noviembre de 2012|Del Colectivo|Zamamur Producciones||Gran Teatro de Cáceres (Extremadura)||39.4731987|-6.3780372|e188dc34-aca1-4c70-804e-91d0acc89a62|Nacional
333|Miguel de Cervantes|Gaudeamus||Jaime Santos|La Chana Teatro||||||5463b62d-a3d1-4783-bd90-fe2794e3420e|Nacional
334|Miguel de Cervantes|Don Quijote, Yo soy don Quijote, Yo soy Don Quijote de La Mancha|5 de julio de 2012|Luis Bermejo|Metrópolis Teatro|Festival de Teatro Clásico de Almagro|Antigua Universidad Renacentista de Almagro (Ciudad Real)||38.8915978|-3.717401|d8e2bf2a-6c79-4a6a-a41a-c5d35f4f5800|Nacional
335|Miguel de Cervantes|El coloquio de los perros|26 de marzo de 2013|Ramón Fontserè|CNTC, Els Joglars||Teatro Pavón de Madrid||40.4100351|-3.7087301|142c9937-b93c-435a-a788-29fd8a245966|Nacional
336|Miguel de Cervantes|El coloquio de los perros||Tagore González y David Orrico|Amanece Teatro||||||6c595ad7-4d49-463f-bd7f-a4295eacbbea|Nacional
337|Miguel de Cervantes|Don Quijote de la Mancha; Don Quijote|7 de abril de 2014|José Luis Gómez|Centro Dramático Nacional, CDN||Teatro Pavón de Madrid||40.4100351|-3.7087301|c1d29090-a043-4648-b51f-97ad5912bc3b|Nacional
338|Miguel de Cervantes|El coloquio de los perros|17 de junio de 2014|Ma Zhenghong y Alejandro González Puche|Laboratorio Escénico Univalle|Festival Internacional de Teatro Clásico|Teatro Municipal de Almagro (Ciudad Real)||38.8903496|-3.7143277|f7ce2153-a179-400a-8a34-93af7f97f013|Nacional
339|Miguel de Cervantes|Entremeses: La cueva de Salamanca; El viejo celoso; El retablo de las maravillas||José Luis Gómez|Teatro de la Abadía|Festival Clásicos en Alcalá|||||1c6134af-6527-4dc0-9eb8-a1a40b1a4d2c|Nacional
340|Miguel de Cervantes|Don Quijote; Las locas historias de Don Quijote de La Mancha|22 de diciembre de 2014|Eva Rodríguez|Universalmix teatro||Centro Cultural La Vaguada de Madrid||40.4794968|-3.7117099|d303371a-6645-430b-9a50-9166c1fb8f88|Nacional
341|Miguel de Cervantes|El cerco de Numancia|19 de agosto de 2015|Paco Carrillo|Verbo Producciones|Festival Internacional de Teatro Clásico|Teatro Romano de Mérida (Badajoz)||38.9152183|-6.3410959|fa918d1b-eb78-4703-abec-c21dc1073ff6|Nacional
342|Miguel de Cervantes|Don Quijote; El sueño del Quijote|18 de octubre de 2015|César Deneken|El Jinete Verde||Teatro Villamarta de Jerez de la Frontera (Cádiz)||36.6828898|-6.1378142|552d98fe-7fff-4425-a7c2-63becf5acf27|Nacional
343|Miguel de Cervantes|Ingenius gentleman don Quixote of La Mancha; Don Quijote||Ian Nicholson|Little Soldier Productions||||||3530ce29-d11b-4b2e-82e9-adf859a17335|Nacional
344|Miguel de Cervantes|La española inglesa; Las dos doncellas; Novelas ejemplares||Gonzala Martín Scherman|Factoría Teatro S. L||||||8c4fe3b7-5902-41b0-8194-647a44ed3ca6|Nacional
345|Miguel de Cervantes|Quijote, el vértigo de Sancho; Kixote; Don Quijote|9 de enero de 2015|José Ramón Martínez|Markeliñe||Zornotza Aretoa de Amorebieta-Etxano, Vizcaya (País Vasco)||43.219834|-2.7344772|788580f6-b9fc-497c-b944-1f32f4459d6f|Nacional
346|Miguel de Cervantes|Quijote aventuras; Don Quijote|14 de noviembre de 2015|Severiano García Noda|Delirium Teatro||Auditorio Capitol de Tacoronte, Sanra Cruz de Tenerife (Islas Canarias)||28.4776148|-16.417337|f0d93807-7240-4c33-81b0-f089615d2a20|Nacional
347|Miguel de Cervantes|El coloquio de los perros|26 de julio de 2016|Gastón Borges|Lacoz|Festival Almagro Off|Teatro La Veleta de Almagro (Ciudad Real)||38.8994113|-3.7105496|400afd89-f9ba-4b61-8a3a-f2e8565e617f|Nacional
348|Miguel de Cervantes|El retablo de las maravillas|30 de enero de 2016|Francisco Negro|Morfeo Teatro Clásico||Teatro Principal de Burgos (Castilla y León)||42.3406501|-3.7024714|6f79f327-6ab2-47c5-ae8f-77d88e058356|Nacional
349|Miguel de Cervantes|El viejo celoso||Adriano Iurissevich|Compañía Reymala||||||f7d75474-5bb8-43a8-9699-d26697c263ec|Nacional
350|Miguel de Cervantes|La conquista de Jerusalén||Juan Sanz|Antiqua Escena||||||27150c72-f206-45aa-82d0-519de0bff39d|Nacional
351|Miguel de Cervantes|La Gitanilla|26 de octubre de 2016|Paco Maciá|Arena Teatro; Compañía Ferroviaria|Festiva Medieval|Elche (Alicante)||38.2665608|-0.7102817|f26ee850-d392-4f2d-a81f-b4a82c67d199|Nacional
352|Miguel de Cervantes|Numancia|16 de abril de 2016|Juan Carlos Pérez de la Fuente|Teatro Español||Teatro Español (Madrid)||40.41495|-3.7027612|7a2e2f52-6eaa-4cec-8f7b-4dc944f2508f|Nacional
353|Miguel de Cervantes|Pedro de Urdemalas|28 de julio de 2016|Denis Rafter|Joven Compañía Nacional de Teatro Clásico, Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatro Clásico|Corral de Comedias de Almagro (Ciudad Real)||38.8884435|-3.7144868|b9fd55a8-dbef-4944-b065-8d7f63b49215|Nacional
354|Miguel de Cervantes|Tratos|14 de septiembre de 2016|Ernesto Caballero|Centro Dramático Nacional, CDN||Centro Cultural Conde Duque (mADRID)||40.4274113|-3.7132944|df69d726-f416-46ff-b70c-3f0554f72483|Nacional
355|Miguel de Cervantes|Amors & Humors||Abel Folk y Pep Planas|Ilerda Antiqua||||||4cc56680-c4b9-4d35-b953-bc8dcbe2d418|Nacional
356|Miguel de Cervantes|Dos nuevos entremeses, nunca representados: La guarda cuidadosa, El rufián viudo llamado Trampagos.|23 de noviembre de 2017|Ernesto Arias|Teatro de la Abadía||Sala Juan de la Cruz, Teatro de La Abadía (Madrid)||40.4353063|-3.7120032|ad27498b-4a53-486e-a2e1-e53bb55ef157|Nacional
357|Miguel de Cervantes|El rufián dichoso|13 de mayp de 2017|Rodrigo Arribas y Verónica Clausich|Fundación Siglo de Oro; Pentación, S.A; Pánico Escénico|Jornadas de Teatro del Siglo de Oro|Auditorio Municipal Maestro Padilla (Almería)||36.8236811|-2.4466068|0257585b-e5ac-4a70-ae0b-c3cc78d91bcf|Nacional
358|Miguel de Cervantes|Don Quijote somos todos|1 de noviembre de 2019|Carlos Martín|Teatro del Temple||Palacio de Congresos de Jaca, Huesca (Aragón)||42.574929|-0.5491962|71311140-857b-4bc8-8126-f2958b1ee9c4|Nacional
359|Miguel de Cervantes|El coloquio de los perros; El casamiento engañoso; Novelas ejemplares; El coloquio de los perros||Emilio del Valle|Factoría Teatro S.L||||||a82a4acf-f066-45ee-9d34-313507370141|Nacional
360|Miguel de Cervantes|El licenciado Vidriera|18 de abril de 2019|Cristina D. Silveira|Karlik Danza Teatro; La Nave del Duende||La Nave del Deunde de Casar de Cáceres (Extremadura)||39.5525254|-6.4220284|29471212-3eb2-4763-a0fe-26487595879e|Nacional
361|Miguel de Cervantes|Microclásicos; El juez de los divorcios||Antonio León y Norton P|Corrales de Comedias S.L||||||3315f654-816b-4a2c-b598-bbb3835d271c|Nacional
362|Miguel de Cervantes|De cómo los entremeses de Cervantes no impidieron el casamiento de doña Catalina de Oviedo con el Gran Turco||Juan Mortera|Teatro Margen||||||3d319fb7-a7ed-48c6-832a-ec11f021b131|Nacional
363|Miguel de Cervantes|Diablos, brujas y granujas||Agustín Sasián|La Luciérnaga Producciones||||||7da87a2d-8b45-43bb-9889-2123574c7a7e|Nacional
364|Miguel de Cervantes|Don Quijote y Perrisancho|10 de marzo de 2020|Belén Sánchez Vigo|Perripato & Compañía||Sala La Cochera Cabaret (Málaga)||36.6922688|-4.4535305|ec469536-b263-4426-a601-c5d08dd97694|Nacional
365|Miguel de Cervantes|Ahora que nos dejan hablar|23 de enero de 2021|Álvaro Nogales|Mudanzas López, M. L.||Corral de Comedias de Alcalá de Henares (Madrid)||40.4822963|-3.3671253|d37b64a0-b386-4dba-87b4-cc811d0a3954|Nacional
366|Miguel de Cervantes|Numancia|12 de noviembre de 2021|Ana Zamora|Nao d´Amores, Compañía Nacional de Teatro Clásico (CNTC)||Teatro Juan Bravo de Segovia (Castilla y León)||40.9504866|-4.1261172|86750f08-c93f-4277-bbdc-8f046206a536|Nacional
367|Miguel de Cervantes|El coloquio de las perras; El coloquio de los perros|8 de mayo de 2021|Hernán Gené|Estudio Hernán Gené||Corral de Cervantes (Plaza de toros) de Aranjuez (Madrid)||40.4605768|-3.7735913|2fe6297f-735f-45dd-88dc-2a346879e846|Nacional
368|Miguel de Cervantes|Muejres imaginadas en tiempos de Cervantes||Luis Alonso Prieto|Teatro Independiente Alcalaíno TIA||||||e9e361e4-783a-4fd7-9ec0-52e745337426|Nacional
369|Miguel de Cervantes|Pr3cioxxa||Mario Marcol|Tío Venancio||||||e37cad0c-899d-46d0-bf7e-80b08d15b1d5|Nacional
370|Miguel de Cervantes|Quixote; Don Quijote||Laura Sarasola|Pedras de Cartón||||||ff1ca63d-883c-472b-8ae6-d7030c442d5a|Nacional
